skuId,specAttrs,price,discountPrice,canBookCount
6037889949826,萌趣卡通笔筒丨奶酪,6.50,6.50,99047
6037889949827,萌趣卡通笔筒丨巧克力,6.80,6.80,98978
6037889949824,萌趣卡通笔筒丨饼干,6.50,6.50,98729
6037889949825,萌趣卡通笔筒丨吐司,6.80,6.80,99037
