skuId,specAttrs,price,discountPrice,canBookCount
6167671627080,粉色+橙色+玫红花朵扇&gt;9个装,,,10000
6167671627072,玫红+粉色+浅粉花朵扇&gt;9个装,,,6542
6167671627076,深紫+浅紫+玫红花朵扇&gt;9个装,,,9915
6167671627074,深绿+浅绿+米白花朵扇&gt;9个装,,,9960
6167671627078,浅粉+浅蓝+米白花朵扇&gt;9个装,,,10000
6167671627079,深紫+浅紫+米白花朵扇&gt;9个装,,,10000
6167671627077,浅紫+浅蓝+橙色花朵扇&gt;9个装,,,10000
6167671627081,黄色系纸扇&gt;9个装,,,9922
6167671627082,彩色系纸扇&gt;9个装,,,9975
6167671627073,橙色+粉色+米白花朵扇&gt;9个装,,,9935
6167671627075,彩色花朵扇&gt;9个装,,,9975
