skuId,specAttrs,price,discountPrice,canBookCount
5772401005985,跑跑喵,,,181
5772401005984,苹果派,,,170
5772401005988,飞鸟梦,,,41
5772401005981,幸运草,,,149
5772401005982,小房子,,,108
5772401005987,粉梦心,,,94
5772401005986,星雨滴,,,167
5772401005983,番茄星,,,184
